,cell_growth
0,2.9796951386395136
1,0.5733542211229901
2,-0.5174195984737965
3,0.02957144410290687
4,-0.6108726584332356
5,1.4407505910938778
6,-0.8769055215330146
7,1.1922237858474938
8,-0.5213153338368367
9,0.4083235385006385
10,1.930222953121351
11,-0.09641550678737493
12,-1.4707398733815853
13,1.1958795437980434
14,-0.9090789422790462
15,0.5120387239297496
16,2.5650499733178385
17,2.4706976540537444
18,-0.5018756871196194
19,-0.36922910492819
20,1.3836023987755222
21,-0.5426131047773719
22,0.40388548555722986
23,-0.6991376708176814
24,-0.6880277279013385
25,1.5696532050626393
26,-0.6399862571946822
27,-0.9786721679608582
28,0.7529045473036364
29,0.8159019016868558
30,-1.2003341773928826
31,-0.8975599714814775
32,1.3260275186823434
33,-0.7123992679097587
34,0.3820902830180659
35,-0.826120080538404
36,-0.9362368870605499
37,-0.7731258014861433
38,0.8652275364744721
39,1.1344899195367073
40,-0.6662624530986404
41,-0.3760082046938461
42,0.027565809209861496
43,-0.827315207291286
44,-1.1298134595796139
45,3.1545071341516078
46,-0.9688384938750226
47,-0.8999038816903127
48,0.4021878444550442
49,-0.7482878933413467
50,0.7101208407324442
51,-0.538255552184288
52,-0.8571473477965903
53,-0.9421250403988473
54,0.139028725723138
55,0.9419984318396624
56,-0.8853102902885812
57,-0.6150032361811825
58,1.029718289194495
59,-0.7090447252435895
60,-0.3823761444674169
61,0.13476545640985554
62,-0.40292524246220934
63,-0.4356303056989114
64,-0.4797121851239263
65,0.6702111583284106
66,1.4083340507955548
67,-0.11873129556654473
68,-0.6842921942412381
69,-0.584198595305004
70,-0.3922813123138603
71,-0.7592631812928103
72,-1.4045662453137358
73,-0.07812492674834266
74,-0.5654568319501359
75,-1.0995930861913374
76,0.13415653972842315
77,0.0677245866909465
78,-0.16658334996259952
79,-0.8369984654668676
80,-1.14026651447036
81,1.4043550857727423
82,-0.7049732885408033
83,-0.6690221256661955
84,0.9004350710426307
85,0.8442770936597679
86,-0.23999636614592437
87,-0.6700278858347739
88,-0.7102582661683697
89,-0.7076374517415925
90,-0.38036621776747515
91,-0.5307333225224787
92,-1.059303764717654
93,-0.7741614506569251
94,0.5163293320507012
95,-0.8181513938520528
96,0.8594528431937504
97,-0.46629495818907296
98,-0.7463512950894853
99,0.7800919909951295
100,-0.9226042795204555
101,-0.2623839131093901
102,-0.7060807350532038
103,0.518729546696806
104,2.454997983762122
105,-0.34754309925915833
106,-0.3765533713213317
107,-0.6189581450338717
108,0.4466963750172299
109,0.5219524799348488
110,0.01790412929400969
111,-1.040215433481087
112,0.931015279579291
113,-0.2215660433613746
114,1.7316005060665833
115,1.6530005002865724
116,-0.5810142122030879
117,-0.03313693105458104
118,-0.7163103132135314
119,-0.3978839468682603
120,1.2257261205253764
121,-0.39067099114365667
122,-1.1335589770679877
123,-0.08999784662223317
124,1.8107849202131503
125,-0.5641949604963412
126,0.6907185256123115
127,1.6520420703101366
128,-0.6198821454538488
129,1.0378069674866062
130,0.0021085564996964176
131,-1.3214980914148569
132,-1.202547438579028
133,0.8097525315645758
134,-0.24872872068479052
135,-0.1542274648700352
136,1.3123298784829704
137,-0.3781244186271036
138,-0.14087117343192873
139,-0.21671042596263906
140,2.131841883571336
141,-0.9239838377144681
142,-0.35590919329867443
143,0.6314431190856757
144,-0.9755694930247687
145,-0.725083711791338
146,-0.8904195859406687
147,-0.6650440540789316
148,-0.9782563825004745
149,-0.89550366601761
150,-0.7507644988146287
151,-0.04401908790790922
152,3.078248802260649
153,-0.36625725051288527
154,-0.7571588802199765
155,-0.6846924488961141
156,-0.19761982368476302
157,-0.5903878176557726
158,-0.9020161682156873
159,-0.5385177424704163
160,-0.8489815160108979
161,-1.7355150676930773
162,-0.35736204861795773
163,0.6778138247917067
164,2.088702736506648
165,-1.3416353961275043
166,-0.6401197100427288
167,2.375288491049747
168,-0.5000958272196777
169,0.8138797230022056
170,-0.7917533334158868
171,-0.5315909652080774
172,-1.1813953234080545
173,1.384743388534341
174,0.9883762350184506
175,-0.6934309707089366
176,0.2225267098673201
177,0.22840618429210968
178,1.4888279445233887
179,-0.5890489739724462
180,1.8335638776206895
181,-0.8050817317654058
182,-0.6655912191883756
183,0.010457621636190517
184,-1.5236586117066822
185,-0.22077040379913893
186,-0.45796040009592154
187,0.5100058733947376
188,0.2537944695016177
189,0.20585630292811272
190,2.7592683447399198
191,1.614850718016998
192,-0.8603549563487206
193,1.483649362587169
194,-1.2408175527370482
195,2.6113797577781486
196,-0.31157775940845545
197,-0.973739951176944
198,-0.5818219178469825
199,1.6177156974550304
200,1.0611394614757388
201,-0.6622318173972562
202,-0.19389174411236146
203,-1.0303685002105258
204,2.075689262970088
205,1.4265584067117734
206,0.7906037103425637
207,-0.81581852005542
208,0.49311386244633837
209,0.47993760069034863
210,-1.4591410991547262
211,0.2968176824853636
212,0.23089015054507772
213,-0.1487386763013755
214,0.6808440105980348
215,1.306692236680115
216,-0.42930432382341716
217,-0.2140958277413348
218,0.4536917092862114
219,-0.8009481625812781
220,-0.6304887050178083
221,-0.4664230360966623
222,-0.6946062837792443
223,-0.16340040858454402
224,-0.1614341049468554
225,0.6945918226282928
226,-0.6330942595054819
227,2.439735967868109
228,-1.1821768025389312
229,-0.6724200529657868
230,-0.6157281480690726
231,-0.17253721761065174
232,-0.15533022902257035
233,-0.902634442954202
234,-1.14935080085632
235,-0.6375842365419216
236,-0.5451255223913811
237,0.20342049393391837
238,-0.08462637378540516
239,1.375944650148925
240,0.9871201411795214
241,0.8149842936642416
242,0.06032221292842608
243,-0.07798281784125989
244,-0.8886951487565846
245,-0.8797110547732466
246,0.24845392609881262
247,1.0800280940214635
248,0.5428578709133619
249,1.1930122774580016
250,-0.6306832365925014
251,-0.6724519812779801
252,2.0788878709909095
253,1.377710749712393
254,0.7342421875254024
255,-0.5789629775943439
256,1.8858758118691923
257,-0.4957027603081957
258,-0.7905060538586307
259,1.1101585423384586
260,-0.48730396927923486
261,-0.039885063554974544
262,0.2741539395959988
263,-0.7944865519397675
264,0.5146095568574703
265,-0.59247932907903
266,-1.3888728330003803
267,-0.806390509259039
268,-0.5990859988380443
269,-0.6162865086181571
270,1.0172256267262896
271,-0.9249148880774937
272,-0.3714254040820707
273,-1.0833352967368228
274,-1.0118197477315702
275,-0.6400840725058997
276,0.7334319782357561
277,0.5973552040931777
278,-1.0083394422190852
279,2.65772076735873
280,-0.9645504338710696
281,-0.683724511370078
282,-0.6379189732409292
283,1.6169429922665168
284,-0.3155396933081308
285,-1.1206368232491182
286,-0.6857246899696227
287,0.6027714070242548
288,-0.6203424583200107
289,-0.6836092114871357
290,-0.34904376283792055
291,-0.3389643100562626
292,-0.10994172765548986
293,1.4235195666317102
294,-0.8842453396975594
295,-0.7641363397242921
296,-0.7047765199514352
297,-0.9203997730992346
298,-0.6702649661827821
299,-0.5162572249995996
300,-0.9715073825192084
301,1.109567301248445
302,-0.8472398856191105
303,-0.5194701446905423
304,2.0858656466576413
305,0.627917257391612
306,-0.3254403105615587
307,-0.575001857697129
308,-0.6898087774051093
309,-1.0786555669242435
310,-0.8145471075209241
311,0.09915742330181894
312,1.0261505202137347
313,-0.7956249637987752
314,1.7497401760817182
315,0.7886315789870146
