,VCD,Glc,Gln,Amm,Lac,product,reactor_temperature,pH,reactor_volume,stirring_rate,inital_volume,total_run_time,product_is_clever_lemon,product_is_relaxed_soup,product_is_novel_brick,product_is_savage_yogurt,product_is_forgiving_crumble,product_is_NNcurious_pretzel
0,0.4975673363286252,47.187398795211834,8.418416795255023,21.04031182179595,19.233584608386206,554.7869053365858,36.603476542012054,6.848804921054992,0.24,168.36145606900422,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
1,2.1493591529034264,15.519522573307519,9.419511477103505,9.228290349551841,69.20117731050055,593.3945560733714,36.83820739506341,6.973304765271287,0.25,170.309116787037,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
2,1.6456916869962679,15.497978228119978,0.6373395873912711,5.118473042192271,70.33997186362627,747.2874533233319,36.962887359512074,6.70570889423414,0.235,164.63927825907348,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
3,0.3554813663661736,42.822896738248524,5.192188798859344,0.1,0.1,0.0,37.03463691116128,6.950298805275682,0.25,191.90749587709615,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
4,1.2150534442989003,53.81546821903166,8.99939629846212,4.476596411207979,13.620892378339656,22.769994014007192,36.87843649184682,6.981445941914354,0.25,182.79121105388236,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
5,1.6796699579161947,16.149783171153956,1.0383022528400734,5.749044626100515,54.42758833485082,515.0420811154736,35.950126691193134,6.943743655246614,0.245,187.6485530927884,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
6,0.5243935834682313,71.2365725902522,12.013209070735837,16.616194166473655,31.69216617159514,301.93761492811007,35.7400999587934,6.933158427451066,0.25,154.6046076333849,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
7,0.27359931501291634,52.99607635135681,7.75294379743575,0.1,0.1,0.0,37.38461231135155,6.9626501265703675,0.25,157.51013260628176,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
8,2.285449593587394,80.65899609227594,1.9884179501785089,7.405286182602198,25.42975228801803,80.07351510645962,36.3279477567023,6.9626501265703675,0.25,157.51013260628176,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
9,2.0733482187838392,43.61535211854411,9.996850362701593,10.801164962119952,21.673836549105456,319.5636113236237,37.29536779320753,6.931721815242736,0.25,168.36145606900422,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
10,0.7334082485875177,35.84122385386289,9.779856890712267,13.48976797800144,62.25691374625128,642.3468782296296,36.62630934164175,6.848804921054992,0.25,168.36145606900422,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
11,1.530833352697237,39.116877003077164,2.577547714623976,10.331643160332227,17.05263495037483,140.04020083941478,35.22006378424112,6.804016608130862,0.22499999999999998,179.30586242836986,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
12,1.9609660120930257,42.85579118386195,3.679799700572845,8.507000896450693,19.028842698785738,101.35016930219133,36.554807006123596,6.804016608130862,0.24,179.30586242836986,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
13,0.9958342258014387,42.821343949731734,10.58187181234588,11.83927436973745,43.75740453672492,437.33916779105505,35.7400999587934,7.0309042711765946,0.25,154.6046076333849,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
14,1.977985473798944,46.021858966459824,12.442436451260004,12.243743373214194,19.082365223751925,84.56780548871744,36.83820739506341,6.94624832030772,0.25,170.309116787037,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
15,1.0467519755465509,85.91368191175164,2.1151016386720434,11.302253098759941,27.950718790540094,622.399540428935,36.3279477567023,6.939449733357087,0.24,157.51013260628176,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
16,1.0765622280287317,7.3842791516456145,0.08057165284040446,6.316998145625274,70.56134180630556,747.1426345465042,35.949879958924654,6.826915461153803,0.22999999999999998,187.6485530927884,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
17,1.1482293987686603,14.21689219193523,8.637313244163208,12.29533817771942,51.4954550541521,373.089998650795,35.80256181206449,7.051270542900645,0.25,172.31024598537235,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
18,2.644565119404332,18.49541967925317,1.8257543827037428,5.917008461170008,61.59894787646466,460.4736627901752,36.554807006123596,6.93550742412589,0.245,179.30586242836986,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
19,0.6845782997881468,27.2448224842319,4.008393611219704,2.9940272177853178,5.845615975879904,10.032757306992245,36.24990258167108,6.943743655246614,0.245,187.6485530927884,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
20,0.8648427844844904,38.089719777949206,7.659715899637949,14.391555779473082,44.110820488472996,534.5796627904788,36.83820739506341,6.94624832030772,0.24,170.309116787037,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
21,1.3265274487826622,33.58118783880218,7.711498021189273,5.14759985995931,12.639724484870365,4.530543045029556,36.64873131793343,7.051270542900645,0.25,172.31024598537235,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
22,2.589769335942315,85.50739724369899,6.112981191570351,7.774429838992843,27.348427215703868,436.3398366123174,36.20976462138577,6.976244326025029,0.245,184.62196720341282,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
23,3.1520958162371806,79.79152606602567,2.235161348470119,5.125912660681294,29.942194671794265,268.68901418582,37.314662067297625,6.903765756351853,0.245,167.28385855378195,0.25,336.0,0.0,0.0,0.0,0.0,0.0,1.0
24,1.627921699709858,72.76894389111948,1.709192116623394,5.932344422320774,31.426662492552005,244.8337309161641,37.38461231135155,6.9626501265703675,0.25,157.51013260628176,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
25,2.7974398133568896,76.55013701393759,0.4142217147562306,6.092475529202062,23.785012678441845,121.29534946759294,36.750916438568574,7.009536410518797,0.245,150.78093441837535,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
26,3.343121571914549,43.51741403738358,8.01984100040709,12.460734574636477,20.88698476340584,491.86792386715916,37.14834046135641,7.041783187534166,0.245,197.5162342327853,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
27,2.2924535009858586,44.209633056642865,5.585601868436414,11.542835703202126,18.73943991831151,643.1354603911593,35.55988965084399,7.086527234482006,0.245,160.40551853866123,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0.8117219161024042,33.22634807372355,1.2987928744723638,8.335835441149202,45.398416260876836,624.9240298806493,35.22006378424112,6.804016608130862,0.22499999999999998,179.30586242836986,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
29,0.3554813663661736,42.822896738248524,5.192188798859344,0.1,0.1,0.0,37.03463691116128,6.950298805275682,0.25,191.90749587709615,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
30,1.9045740231188664,31.334357191454636,3.251167124834288,8.97909676577735,16.304175293194028,447.75610720745357,35.949879958924654,6.943743655246614,0.245,187.6485530927884,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
31,0.32859217812702535,104.26977295897778,12.385820179313951,18.48525664780836,27.23432222889594,337.6142784903462,36.49606315633972,6.764612465265993,0.25,182.79121105388236,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
32,1.694904589973805,49.37451690276905,6.75953685602407,3.738752421063368,19.93520170855398,88.2384211554273,37.29536779320753,6.931721815242736,0.25,168.36145606900422,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0.3296004638039879,21.712272121183645,5.229969638192884,1.248341840001643,1.8738704100749832,15.383100845155935,36.24990258167108,6.943743655246614,0.245,187.6485530927884,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
34,0.3964101478162481,4.57621492773935,3.7396173147865808,16.284436442104415,88.09511468902114,941.8195269590569,36.05016106246699,6.94624832030772,0.22499999999999998,170.309116787037,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
35,2.5333026993722165,56.400678977382,4.886461735210691,6.691850747352763,49.25515798836607,268.2909753408518,37.03463691116128,6.950298805275682,0.25,191.90749587709615,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0.7197208911376904,52.9447623993419,8.744088058732721,2.8834199308864195,5.0141160426071485,3.361854465014651,36.87843649184682,6.981445941914354,0.25,182.79121105388236,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
37,1.437832083812164,25.992901650920487,3.0229646830356147,2.0132493506225773,12.86062800275042,39.579473774414694,36.097445841727264,7.086527234482006,0.245,160.40551853866123,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1.4471500808372304,43.66613060215916,3.8730070395042753,3.9407393881226076,13.588820651816741,20.35080945201858,36.097445841727264,7.086527234482006,0.245,160.40551853866123,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
39,3.096064633980931,35.550192493204484,4.78861248510577,8.14428543016014,18.53857607173979,409.4534524318498,36.097445841727264,7.086527234482006,0.245,160.40551853866123,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
40,1.4783831268353755,59.40657254313152,0.09328019963447658,3.977557100295657,33.016074324311354,297.70800117918463,36.71394376564851,7.009536410518797,0.245,150.78093441837535,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
41,0.6135496020430226,69.99064642571669,11.980367071453662,14.024796183608574,14.199264097171339,58.303970257919204,35.7400999587934,7.0309042711765946,0.25,154.6046076333849,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0.48769691643128893,25.52573024109065,4.637896788530388,2.1026939105148807,3.8425767038901992,24.57129246190733,36.24990258167108,6.943743655246614,0.245,187.6485530927884,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
43,1.21559942880326,27.78023601132817,2.285341826850657,1.902009950244949,10.309010187125393,21.367457914976793,37.4646985559995,7.065659612838727,0.245,164.63927825907348,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
44,0.2741451708550139,82.8306821048399,9.92257521842019,19.597625411792713,54.872050256960904,551.5995944447079,36.49606315633972,6.764612465265993,0.245,182.79121105388236,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
45,1.0085618913771512,20.8188633557618,4.125743065710084,1.4372622009060658,7.036982503813242,10.222741325082561,36.71394376564851,7.009536410518797,0.245,150.78093441837535,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
46,2.557105966887547,46.66045766785021,4.419356505598459,6.7036703212447994,60.52377050447647,462.79953784790786,37.03463691116128,6.950298805275682,0.25,191.90749587709615,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
47,2.6841959827640243,73.28249591073742,4.984367679271332,5.487930028585489,25.436104670906424,269.91353151494326,36.222600955519425,6.904519230576103,0.245,184.62196720341282,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
48,1.1803357915971895,29.153414933120022,2.7724914737161286,1.3015276807498863,8.110845502342984,10.37644714356738,36.996581524518476,7.090777351701017,0.245,176.8437670668928,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
49,1.238834485960109,41.047068078749064,10.058054009272997,7.472053307577086,20.827121738501052,130.46619304586326,36.02581883705685,7.0309042711765946,0.25,154.6046076333849,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
50,0.284292745368325,33.0509988416841,6.357949446132036,0.1,0.1,0.0,37.14834046135641,7.041783187534166,0.25,197.5162342327853,0.25,336.0,0.0,1.0,0.0,0.0,0.0,0.0
51,0.4762296070548659,46.81600182124312,8.09935205675483,1.4060066876688022,3.0946609990256126,0.0,36.87843649184682,6.981445941914354,0.25,182.79121105388236,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
52,0.6170202708004049,9.391831638131679,4.792620765278549,15.770044764360488,57.251343351444405,464.57620129265246,35.80256181206449,6.893123479744361,0.235,172.31024598537235,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
53,0.8550469763535341,29.76238620140784,3.5131376310545557,3.7155771903239243,8.198189663094587,9.383220803605774,36.24990258167108,6.943743655246614,0.245,187.6485530927884,0.25,336.0,1.0,0.0,0.0,0.0,0.0,0.0
54,1.140565171667657,13.299594920621152,4.647409444214682,19.133139977019486,10.937147859281593,732.9415791145286,35.14335423993128,6.82533603411616,0.22999999999999998,162.07904172431793,0.25,336.0,0.0,0.0,0.0,0.0,0.0,1.0
55,0.2225884935280672,31.10968647281357,3.946612175282857,0.1,0.1,0.0,37.4646985559995,7.065659612838727,0.25,164.63927825907348,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
56,1.2001059356781494,65.4340666432416,3.9961844422248323,3.902226458086864,13.74614749841138,71.89008820501313,37.38461231135155,6.9626501265703675,0.25,157.51013260628176,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
57,2.0109251947516276,24.62895715015232,2.5496477748629935,2.899138680582303,23.47414442699945,100.79303018930864,36.097445841727264,7.086527234482006,0.245,160.40551853866123,0.25,336.0,0.0,0.0,0.0,0.0,1.0,0.0
58,0.19804433999074025,87.40417479409335,10.5085260332688,20.626360229147426,19.050176896180318,315.28455179732583,35.7400999587934,6.933158427451066,0.245,154.6046076333849,0.25,336.0,0.0,0.0,1.0,0.0,0.0,0.0
59,1.74087491440788,19.221502461374143,1.327882497673155,7.477866245786191,64.78070282028146,520.2650001239138,36.46133003398426,6.804016608130862,0.235,179.30586242836986,0.25,336.0,0.0,0.0,0.0,1.0,0.0,0.0
60,2.6043110362823665,19.04112339337082,8.081675255300775,14.219223610130573,13.235015815514037,526.2403441255236,36.8431413657748,6.82533603411616,0.25,162.07904172431793,0.25,336.0,0.0,0.0,0.0,0.0,0.0,1.0
