,cell_growth
0,-0.009075203669149387
1,-0.004912056029304686
2,-0.007581957042197686
3,0.020718371236013815
4,0.003493417741924243
5,-0.007086597732412769
6,-0.01838860308124533
7,0.020347849838352344
8,0.02326420279467815
9,-0.013305069766419922
10,0.0421831609449041
11,-0.018104452825024726
12,0.018138210419094896
13,0.017704323561313202
14,0.03245388938636142
15,-0.01007355383835524
16,-0.007905009214384445
17,0.014308891928432895
18,0.009209172953057546
19,0.028848280054461568
20,0.01441488721645337
21,-0.005802488549317568
22,-0.00987658417031303
23,0.01605233557596128
24,-0.012060360514862978
25,0.012111574570834375
26,-0.005282144313167932
27,-0.006095912283439697
28,-0.011554244080238871
29,-0.01691013467772982
30,0.03556711006773301
31,0.03046966661219915
32,-0.009588411350345985
33,-0.009923501187717537
34,0.034383742067475444
35,-0.012852056446618049
36,0.027468437517004268
37,0.014760522264436247
38,0.013580510481745975
39,0.04407208456886814
40,0.0197517388498059
41,-0.009858022879288742
42,-0.008222847463555802
43,-0.011136628770465484
44,-0.020750468786662517
45,-0.014570192782543798
46,0.029586688719206458
47,0.036107716945405356
48,-0.01385386226095365
49,-0.006609398621960684
50,0.04501348844828441
51,0.019330354471454998
52,-0.012411019086459252
53,-0.007620191069819389
54,0.03158963852791552
55,-0.014293744651926085
56,0.01717073460138437
57,0.007403632289343394
58,-0.01896435552325947
59,-0.011787225047182215
60,0.036218666368954884
61,-0.017388586211930884
62,0.02291887211949024
63,0.010019862699576998
64,-0.01406295215661226
65,-0.010336306522400132
66,-0.017336545565416084
67,-0.007115886579717697
68,-0.00796327687895497
69,0.028269297635820357
70,-0.010470756963421604
71,0.003963203603428296
72,0.02565258769611613
73,0.03463029634249723
74,-0.0054422295035679675
75,-0.007617248557573009
76,0.021473002434289307
77,0.019358525191681356
78,0.00186374566670372
79,-0.015226985594088055
80,-0.008801424675619285
81,-0.016175357659576468
82,-0.0050562668539201605
83,-0.01514547869672648
84,-0.006019167469765367
85,0.015399591631150103
86,0.016433992284172232
87,-0.011822991771359545
88,-0.013497475394396738
89,-0.02189505511157443
90,0.006098317810824168
91,-0.010852263293859457
92,0.032129958989343455
93,-0.010114941938103444
94,0.003521400344563108
95,0.03357569050422654
96,0.02106033071844952
97,-0.003996770303951326
98,-0.006340774863470469
99,0.0370129767982025
100,0.028401906027613204
101,-0.00967923315037117
102,0.03824521863365663
103,0.027379886759161403
104,0.011022075516250637
105,-0.020732333689345128
106,0.0004540429767709668
107,-0.011142232092582286
108,0.01785228949064468
109,0.02278289157393761
110,0.03864731760956338
111,-0.004148576922385423
112,0.01967098351220775
113,-0.006265029781680735
114,0.018435010992039886
115,-0.009351993726101756
116,0.005939516925473805
117,-0.01418457972995607
118,0.008679124609758301
119,-0.015246952157534577
120,-0.012737938455757178
121,-0.010091956965436725
122,-0.007696198307129
123,0.022356290539153292
124,-0.011453281110422245
125,0.006024810082334002
126,0.011134555906175172
127,0.01671658057430192
128,-0.010306530687633458
129,-0.010283943349041882
130,-0.012014111181992035
131,-0.006605986133880267
132,0.04103127614104555
133,-0.007494523584423374
134,-0.00874688189321012
135,-0.024598035124217765
136,0.029273813472956916
137,-0.016792805825113083
138,0.026033910994993664
139,0.011887238725455848
140,0.01894633740329743
141,-0.011804707805638673
142,-0.013586421938441487
143,0.0228065427294894
144,0.03284269183700328
145,-0.006355596070986351
146,0.02083036552714353
147,0.024288352442293614
148,0.011534451525337453
149,0.021191227245139638
150,-0.01121927053532068
151,-0.020559411287077407
152,-0.01382584089295058
153,0.02046632945699099
154,0.025955234306694348
155,-0.0072746091289090055
156,-0.004996452089633549
157,-0.008109840804339907
158,-0.010021667060285141
159,0.013137220728532776
160,-0.011890426011127136
161,0.014193150789944398
162,-0.010795504815830035
163,0.009036399621340396
164,0.041060212782392226
165,-0.010916239120698381
166,0.0281610355728249
167,-0.015903360588125876
168,-0.012703083328191552
169,-0.022446238786516786
170,-0.007142663092883981
171,0.015368515332051766
172,-0.012571809190431918
173,0.026297663104173752
174,-0.011416701752928637
175,-0.011530010172133684
176,-0.008783802879478478
177,0.04573971859289622
178,0.01906612621123038
179,-0.013463210496236833
180,0.00020837828764645275
181,-0.006493589539817421
182,0.024508883481683192
183,-0.0137509960934555
184,0.02281225085430344
185,0.025075258899824718
186,0.033277989209666244
187,-0.009027637092192753
188,0.005590481651017294
189,0.04065965990257692
190,0.037986881231606075
191,-0.006271077356928246
192,-0.012980408352593323
193,0.019417111832416973
194,0.023232793264085425
195,-0.01679878608523272
196,0.010060294562385644
197,-0.013017960542049345
198,-0.020077582255989785
199,0.047218780469212275
200,-0.01109322806925502
201,0.002291115445241946
202,-0.0038541279664456494
203,0.04456769681170066
204,0.021521128888396357
205,-0.012942507593076857
206,0.01006492499325449
207,-0.02127343614330986
208,0.029248851563690014
209,-0.001530092940126367
210,0.028864732414418504
211,-0.0163474593233429
212,0.0466616920730863
213,-0.013485998439977692
214,0.022454956089482798
215,-0.006339365471884013
216,-0.017157138210311045
217,-0.007089326081378906
218,-0.02058068397918733
219,-0.013502352248573157
220,-0.005918350542024997
221,-0.01286515279706584
222,-0.01145123006848651
223,0.016958910908704185
224,0.03765004138673992
225,-0.01773260744224438
226,0.02309408475941897
227,0.021901653931126613
228,-0.0242796565729963
229,0.02278201069505877
230,-0.014368320698317394
231,0.05483816836750947
232,-0.01405976285918951
233,0.03575928189940982
234,0.01064836331741903
235,-0.010680991399596931
236,0.029716834475990255
237,0.0031440076965259154
238,0.01577472429331389
239,-0.015454050681397444
240,0.0026945783894959754
241,0.02047283955233391
242,0.027667616502039933
243,0.03172399742673604
244,0.0003153278734758236
245,0.015696566473961393
246,-0.009990328167330578
247,0.028194458753764806
248,0.02397742359490666
249,-0.01549649751222626
250,-0.011597166769508782
251,0.01791151107270196
252,-0.003571396306349358
253,-0.011447773030661504
254,0.0026721175828782195
255,-0.013695897868360249
256,-0.01275365331703432
257,0.05044501579434488
258,-5.579074389759168e-05
259,0.019876742437382064
260,0.02006128247520887
261,-0.02778385540494537
262,0.020605246966542905
263,0.03129651476929692
264,-0.006312475734065501
265,0.023549845006825925
266,-0.004286416299542184
267,-0.013637484967505923
268,-0.011826078072110438
269,0.02652698298146003
270,0.011956641725590004
271,0.03400926382270134
272,-0.013608619375021336
273,-0.014248932793793911
274,-0.010876660413854905
275,0.004995459502550907
276,0.02902147192344982
277,-0.00878834753204632
278,-0.011358036533483468
279,-0.006221485964331215
280,-0.0062375278218976815
281,-0.022349639133900794
282,-0.005797209240144735
283,0.039904710376101195
284,0.02742262234822999
285,-0.009377000466814917
286,-0.01474778571307822
287,0.05763908575652157
288,-0.02529044649850763
289,-0.006271571295549301
290,0.0034947389019847432
291,-0.014695202334582593
292,0.024385745669222313
293,0.045886238686644175
294,-0.008945786114252308
295,-0.015166384341248099
296,0.036407517208705144
297,0.02798290243026691
298,-0.018870243713197343
299,-0.01899847351126995
300,-0.012436664451075849
301,0.007808275071846764
302,0.018848155142135958
303,0.012695007803287825
304,-0.009793648440871041
305,-0.020412160140291253
306,0.006168413604889548
307,0.030258656163745873
308,0.004522476685319317
309,-0.015292004831574446
310,0.007659950005685497
311,0.022687739037736795
312,-0.016891692754678594
313,0.02916462219608233
314,-0.021522245795293122
315,-0.024910290575212917
316,-0.00541204692065735
317,-0.01154384574651196
318,0.021740759466031045
319,0.02615910314189752
320,-0.02053510700220353
321,-0.008931896362298672
322,-0.020143404374780332
323,-0.012955314810844498
324,0.020703182909050516
325,0.02137751468441525
326,-0.0167971678270807
327,-0.006216416845013321
328,-0.005125477443491418
329,-0.01150409351113893
330,-0.009358728780118513
331,-0.00975260406312565
